"gene","logFC","FDR","add_variable","time","data_name"
"SCO1834",-0.427024105,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1834",-1.301785837,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1860",0.001257498,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1860",0.158849864,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1860",0.148402319,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1860",0.648482324,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1860",0.855612445,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1860",1.166025118,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1902",0.071444459,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1902",-0.073561351,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1902",-0.118468383,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1902",-0.075263318,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1902",0.003697682,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1902",-0.128032068,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1915",0.077789483,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1915",-0.638075337,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1915",-0.977958454,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1915",-0.067533903,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1915",0.004833484,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1915",0.065628018,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1929",-0.196932037,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1929",0.060258007,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1929",0.062883789,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1929",0.575559199,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1929",0.659756407,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1929",0.936662944,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1965",-0.138364944,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1965",0.220082165,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1965",0.402019023,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1965",0.042894398,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1965",0.002922166,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1965",0.126109677,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1981",0.167200092,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1981",-0.112622809,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1981",-0.114609022,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1981",0.267338202,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1981",-0.006122734,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1981",0.085122782,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1991",-0.008994673,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1991",-0.42284473,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1991",-0.741984061,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1991",0.086576974,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1991",-0.056588884,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1991",-0.184578677,0,"whiHvsWT",48,"whiAH_scoe"
"SCO2009",0.043075513,0,"whiAvsWT",18,"whiAH_scoe"
"SCO2009",-0.207410561,0,"whiAvsWT",36,"whiAH_scoe"
"SCO2009",0.040771385,0,"whiAvsWT",48,"whiAH_scoe"
"SCO2009",0.23437625,0,"whiHvsWT",18,"whiAH_scoe"
"SCO2009",0.290943389,0,"whiHvsWT",36,"whiAH_scoe"
"SCO2009",0.315056576,0,"whiHvsWT",48,"whiAH_scoe"
"SCO2010",0.074445282,0,"whiAvsWT",18,"whiAH_scoe"
"SCO2010",-0.200099916,0,"whiAvsWT",36,"whiAH_scoe"
"SCO2010",0.110137938,0,"whiAvsWT",48,"whiAH_scoe"
"SCO2010",0.278767548,0,"whiHvsWT",18,"whiAH_scoe"
"SCO2010",-0.073208364,0,"whiHvsWT",36,"whiAH_scoe"
"SCO2010",0.490181204,0,"whiHvsWT",48,"whiAH_scoe"
"SCO2026",0.094410576,0,"whiAvsWT",18,"whiAH_scoe"
"SCO2026",-0.231606338,0,"whiAvsWT",36,"whiAH_scoe"
"SCO2026",-0.259991267,0,"whiAvsWT",48,"whiAH_scoe"
"SCO2026",0.225932847,0,"whiHvsWT",18,"whiAH_scoe"
"SCO2026",0.475933413,0,"whiHvsWT",36,"whiAH_scoe"
"SCO2026",0.776464672,0,"whiHvsWT",48,"whiAH_scoe"
"SCO2030",0.006865524,0,"whiAvsWT",18,"whiAH_scoe"
"SCO2030",-0.133762501,0,"whiAvsWT",36,"whiAH_scoe"
"SCO2030",0.046108046,0,"whiAvsWT",48,"whiAH_scoe"
"SCO2030",0.246401892,0,"whiHvsWT",18,"whiAH_scoe"
"SCO2030",0.09042129,0,"whiHvsWT",36,"whiAH_scoe"
"SCO2030",-0.080992779,0,"whiHvsWT",48,"whiAH_scoe"
"SCO2035",-0.115466082,0,"whiAvsWT",18,"whiAH_scoe"
"SCO2035",-0.590114887,0,"whiAvsWT",36,"whiAH_scoe"
"SCO2035",-0.857535425,0,"whiAvsWT",48,"whiAH_scoe"
"SCO2035",-0.057855597,0,"whiHvsWT",18,"whiAH_scoe"
"SCO2035",-0.087681338,0,"whiHvsWT",36,"whiAH_scoe"
"SCO2035",-0.105247141,0,"whiHvsWT",48,"whiAH_scoe"
"SCO2063",0.099706593,0,"whiAvsWT",18,"whiAH_scoe"
"SCO2063",-0.4549179,0,"whiAvsWT",36,"whiAH_scoe"
"SCO2063",-1.086546266,0,"whiAvsWT",48,"whiAH_scoe"
"SCO2063",0.036781298,0,"whiHvsWT",18,"whiAH_scoe"
"SCO2063",-0.319656661,0,"whiHvsWT",36,"whiAH_scoe"
"SCO2063",-0.677062631,0,"whiHvsWT",48,"whiAH_scoe"
"SCO2212",-0.012991901,0,"whiAvsWT",18,"whiAH_scoe"
"SCO2212",-0.515582483,0,"whiAvsWT",36,"whiAH_scoe"
"SCO2212",-0.684215686,0,"whiAvsWT",48,"whiAH_scoe"
"SCO2212",-0.311007365,0,"whiHvsWT",18,"whiAH_scoe"
"SCO2212",-0.498852898,0,"whiHvsWT",36,"whiAH_scoe"
