"gene","logFC","FDR","time","add_variable","data_name"
"SCO4955",0.000709,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4969",0.052,0,32,"DargR.M145","argR_2018"
"SCO4969",-0.006,0,42,"DargR.M145","argR_2018"
"SCO4969",-0.17,0,49,"DargR.M145","argR_2018"
"SCO4969",-0.072,0,56,"DargR.M145","argR_2018"
"SCO4969",-0.513,0,66,"DargR.M145","argR_2018"
"SCO4969",0.974729,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4969",0.972472,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4969",0.186274,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4969",0.76544,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4969",0.000257,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4971",-0.047,0,32,"DargR.M145","argR_2018"
"SCO4971",0.029,0,42,"DargR.M145","argR_2018"
"SCO4971",-0.577,0,49,"DargR.M145","argR_2018"
"SCO4971",-0.56,0,56,"DargR.M145","argR_2018"
"SCO4971",-1.34,0,66,"DargR.M145","argR_2018"
"SCO4971",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4971",0.965579,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4971",0.224127,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4971",0.431387,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4971",0.006826,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4972",0.2,0,32,"DargR.M145","argR_2018"
"SCO4972",0.391,0,42,"DargR.M145","argR_2018"
"SCO4972",-0.734,0,49,"DargR.M145","argR_2018"
"SCO4972",-0.354,0,56,"DargR.M145","argR_2018"
"SCO4972",-1.529,0,66,"DargR.M145","argR_2018"
"SCO4972",0.984095,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4972",0.551751,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4972",0.189544,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4972",0.726479,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4972",0.009069,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4975",-0.152,0,32,"DargR.M145","argR_2018"
"SCO4975",-0.411,0,42,"DargR.M145","argR_2018"
"SCO4975",-0.135,0,49,"DargR.M145","argR_2018"
"SCO4975",-0.084,0,56,"DargR.M145","argR_2018"
"SCO4975",-0.061,0,66,"DargR.M145","argR_2018"
"SCO4975",0.573346,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4975",0.00453,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4975",0.353866,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4975",0.750367,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4975",0.836993,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4982",0.609,0,32,"DargR.M145","argR_2018"
"SCO4982",2.656,0,42,"DargR.M145","argR_2018"
"SCO4982",3.014,0,49,"DargR.M145","argR_2018"
"SCO4982",2.233,0,56,"DargR.M145","argR_2018"
"SCO4982",1.798,0,66,"DargR.M145","argR_2018"
"SCO4982",0.45787,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4982",4e-06,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4982",1e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4982",0.00011,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4982",0.000676,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4993",-0.237,0,32,"DargR.M145","argR_2018"
"SCO4993",-0.575,0,42,"DargR.M145","argR_2018"
"SCO4993",-0.377,0,49,"DargR.M145","argR_2018"
"SCO4993",-0.348,0,56,"DargR.M145","argR_2018"
"SCO4993",-0.186,0,66,"DargR.M145","argR_2018"
"SCO4993",0.448889,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4993",0.003177,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4993",0.044284,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4993",0.145358,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4993",0.477206,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4994",-1.877,0,32,"DargR.M145","argR_2018"
"SCO4994",-1.176,0,42,"DargR.M145","argR_2018"
"SCO4994",-0.32,0,49,"DargR.M145","argR_2018"
"SCO4994",-0.027,0,56,"DargR.M145","argR_2018"
"SCO4994",0.85,0,66,"DargR.M145","argR_2018"
"SCO4994",0.00011,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4994",0.004976,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4994",0.456811,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4994",0.980762,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4994",0.051265,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5024",-0.685,0,32,"DargR.M145","argR_2018"
"SCO5024",-0.241,0,42,"DargR.M145","argR_2018"
"SCO5024",-0.972,0,49,"DargR.M145","argR_2018"
"SCO5024",-0.405,0,56,"DargR.M145","argR_2018"
"SCO5024",-0.168,0,66,"DargR.M145","argR_2018"
"SCO5024",0.000582,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5024",0.185381,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5024",5e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5024",0.045244,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5024",0.484569,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5028",0.094,0,32,"DargR.M145","argR_2018"
"SCO5028",0.702,0,42,"DargR.M145","argR_2018"
"SCO5028",-0.186,0,49,"DargR.M145","argR_2018"
"SCO5028",-0.579,0,56,"DargR.M145","argR_2018"
"SCO5028",-1.619,0,66,"DargR.M145","argR_2018"
"SCO5028",0.953934,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5028",0.001026,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5028",0.38281,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5028",0.014032,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5028",0,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5039",-0.023,0,32,"DargR.M145","argR_2018"
"SCO5039",0.079,0,42,"DargR.M145","argR_2018"
"SCO5039",0.278,0,49,"DargR.M145","argR_2018"
"SCO5039",0.438,0,56,"DargR.M145","argR_2018"
"SCO5039",1.391,0,66,"DargR.M145","argR_2018"
"SCO5039",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5039",0.899458,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5039",0.567841,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5039",0.544438,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5039",0.00351,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5046",0.068,0,32,"DargR.M145","argR_2018"
"SCO5046",0.391,0,42,"DargR.M145","argR_2018"
"SCO5046",-0.258,0,49,"DargR.M145","argR_2018"
"SCO5046",-0.741,0,56,"DargR.M145","argR_2018"
"SCO5046",-1.258,0,66,"DargR.M145","argR_2018"
"SCO5046",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5046",0.125985,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5046",0.30223,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5046",0.008048,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5046",1.3e-05,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5064",-0.139,0,32,"DargR.M145","argR_2018"
"SCO5064",-0.458,0,42,"DargR.M145","argR_2018"
"SCO5064",-0.295,0,49,"DargR.M145","argR_2018"
"SCO5064",-0.286,0,56,"DargR.M145","argR_2018"
"SCO5064",-0.161,0,66,"DargR.M145","argR_2018"
"SCO5064",0.614612,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5064",0.00121,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5064",0.029504,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5064",0.079826,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5064",0.351407,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5071",-4.397,0,32,"DargR.M145","argR_2018"
"SCO5071",-0.681,0,42,"DargR.M145","argR_2018"
"SCO5071",-2.645,0,49,"DargR.M145","argR_2018"
"SCO5071",-2.573,0,56,"DargR.M145","argR_2018"
"SCO5071",-1.033,0,66,"DargR.M145","argR_2018"
"SCO5071",0.002266,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5071",0.656986,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5071",0.035249,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5071",0.091751,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5071",0.592168,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5074",-4.186,0,32,"DargR.M145","argR_2018"
"SCO5074",-0.558,0,42,"DargR.M145","argR_2018"
"SCO5074",-2.398,0,49,"DargR.M145","argR_2018"
"SCO5074",-2.656,0,56,"DargR.M145","argR_2018"
"SCO5074",-1.346,0,66,"DargR.M145","argR_2018"
"SCO5074",0.000576,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5074",0.666267,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5074",0.02331,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5074",0.029295,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5074",0.298322,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5076",-1.777,0,32,"DargR.M145","argR_2018"
"SCO5076",-0.164,0,42,"DargR.M145","argR_2018"
"SCO5076",-1.534,0,49,"DargR.M145","argR_2018"
"SCO5076",-2.43,0,56,"DargR.M145","argR_2018"
"SCO5076",-1.613,0,66,"DargR.M145","argR_2018"
"SCO5076",0.053597,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5076",0.878904,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5076",0.045349,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5076",0.006289,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5076",0.051643,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5082",-2.958,0,32,"DargR.M145","argR_2018"
"SCO5082",0.14,0,42,"DargR.M145","argR_2018"
"SCO5082",-1.072,0,49,"DargR.M145","argR_2018"
"SCO5082",-2.079,0,56,"DargR.M145","argR_2018"
"SCO5082",-1.062,0,66,"DargR.M145","argR_2018"
"SCO5082",0.000986,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5082",0.898206,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5082",0.17768,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5082",0.02146,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5082",0.25922,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5083",-5.322,0,32,"DargR.M145","argR_2018"
"SCO5083",-0.168,0,42,"DargR.M145","argR_2018"
"SCO5083",-2.401,0,49,"DargR.M145","argR_2018"
"SCO5083",-3.735,0,56,"DargR.M145","argR_2018"
"SCO5083",-1.629,0,66,"DargR.M145","argR_2018"
"SCO5083",0.000774,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5083",0.930939,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5083",0.077051,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5083",0.018378,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5083",0.348345,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5084",-6.581,0,32,"DargR.M145","argR_2018"
"SCO5084",-0.109,0,42,"DargR.M145","argR_2018"
"SCO5084",-3.322,0,49,"DargR.M145","argR_2018"
"SCO5084",-4.439,0,56,"DargR.M145","argR_2018"
"SCO5084",-1.903,0,66,"DargR.M145","argR_2018"
"SCO5084",0.000804,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5084",0.964379,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5084",0.048756,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5084",0.024318,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5084",0.392198,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5085",-4.992,0,32,"DargR.M145","argR_2018"
"SCO5085",-1.014,0,42,"DargR.M145","argR_2018"
"SCO5085",-1.927,0,49,"DargR.M145","argR_2018"
"SCO5085",-2.167,0,56,"DargR.M145","argR_2018"
"SCO5085",-0.889,0,66,"DargR.M145","argR_2018"
"SCO5085",4e-06,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5085",0.267144,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5085",0.022871,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5085",0.026215,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5085",0.43578,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5089",-3.328,0,32,"DargR.M145","argR_2018"
"SCO5089",-0.904,0,42,"DargR.M145","argR_2018"
"SCO5089",-2.22,0,49,"DargR.M145","argR_2018"
"SCO5089",-2.444,0,56,"DargR.M145","argR_2018"
"SCO5089",-1.12,0,66,"DargR.M145","argR_2018"
"SCO5089",0.009766,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5089",0.491289,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5089",0.052201,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5089",0.070263,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5089",0.489435,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5110",0.501,0,32,"DargR.M145","argR_2018"
"SCO5110",1.626,0,42,"DargR.M145","argR_2018"
"SCO5110",0.694,0,49,"DargR.M145","argR_2018"
"SCO5110",0.181,0,56,"DargR.M145","argR_2018"
"SCO5110",-0.064,0,66,"DargR.M145","argR_2018"
"SCO5110",0.088028,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5110",0,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5110",0.00627,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5110",0.657198,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5110",0.915528,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5117",0.889,0,32,"DargR.M145","argR_2018"
"SCO5117",2.831,0,42,"DargR.M145","argR_2018"
"SCO5117",1.256,0,49,"DargR.M145","argR_2018"
"SCO5117",0.1,0,56,"DargR.M145","argR_2018"
"SCO5117",-0.302,0,66,"DargR.M145","argR_2018"
"SCO5117",0.131909,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5117",1e-06,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5117",0.009449,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5117",0.931727,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5117",0.708285,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5118",0.309,0,32,"DargR.M145","argR_2018"
"SCO5118",2.172,0,42,"DargR.M145","argR_2018"
"SCO5118",0.625,0,49,"DargR.M145","argR_2018"
"SCO5118",0.207,0,56,"DargR.M145","argR_2018"
"SCO5118",0.174,0,66,"DargR.M145","argR_2018"
"SCO5118",0.81693,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5118",1e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5118",0.141582,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5118",0.80489,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5118",0.851657,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5119",0.088,0,32,"DargR.M145","argR_2018"
"SCO5119",1.413,0,42,"DargR.M145","argR_2018"
"SCO5119",0.481,0,49,"DargR.M145","argR_2018"
"SCO5119",-0.095,0,56,"DargR.M145","argR_2018"
"SCO5119",-0.168,0,66,"DargR.M145","argR_2018"
"SCO5119",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5119",0.002695,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5119",0.301316,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5119",0.934045,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5119",0.870465,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5120",0.06,0,32,"DargR.M145","argR_2018"
"SCO5120",1.247,0,42,"DargR.M145","argR_2018"
"SCO5120",0.24,0,49,"DargR.M145","argR_2018"
"SCO5120",-0.034,0,56,"DargR.M145","argR_2018"
"SCO5120",0.077,0,66,"DargR.M145","argR_2018"
"SCO5120",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5120",0.000129,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5120",0.446846,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5120",0.966941,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5120",0.917754,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5121",0.131,0,32,"DargR.M145","argR_2018"
"SCO5121",1.881,0,42,"DargR.M145","argR_2018"
"SCO5121",0.065,0,49,"DargR.M145","argR_2018"
"SCO5121",0.201,0,56,"DargR.M145","argR_2018"
"SCO5121",-0.41,0,66,"DargR.M145","argR_2018"
"SCO5121",0.994786,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5121",6.5e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5121",0.903058,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5121",0.815446,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5121",0.493011,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5128",0.324,0,32,"DargR.M145","argR_2018"
"SCO5128",0.188,0,42,"DargR.M145","argR_2018"
"SCO5128",0.256,0,49,"DargR.M145","argR_2018"
"SCO5128",0.408,0,56,"DargR.M145","argR_2018"
"SCO5128",0.421,0,66,"DargR.M145","argR_2018"
"SCO5128",0.003252,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5128",0.059077,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5128",0.011006,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5128",3e-04,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5128",0.000107,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5131",-0.161,0,32,"DargR.M145","argR_2018"
"SCO5131",-0.7,0,42,"DargR.M145","argR_2018"
"SCO5131",-0.139,0,49,"DargR.M145","argR_2018"
"SCO5131",0.106,0,56,"DargR.M145","argR_2018"
"SCO5131",-0.061,0,66,"DargR.M145","argR_2018"
"SCO5131",0.666528,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5131",0.000139,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5131",0.434333,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5131",0.729617,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5131",0.873504,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5133",0.027,0,32,"DargR.M145","argR_2018"
"SCO5133",0.184,0,42,"DargR.M145","argR_2018"
"SCO5133",-0.928,0,49,"DargR.M145","argR_2018"
"SCO5133",-0.225,0,56,"DargR.M145","argR_2018"
"SCO5133",-0.19,0,66,"DargR.M145","argR_2018"
"SCO5133",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5133",0.624927,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5133",0.005144,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5133",0.674584,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5133",0.732443,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5137",0.636,0,32,"DargR.M145","argR_2018"
"SCO5137",1.602,0,42,"DargR.M145","argR_2018"
"SCO5137",0.175,0,49,"DargR.M145","argR_2018"
"SCO5137",0.728,0,56,"DargR.M145","argR_2018"
"SCO5137",-0.829,0,66,"DargR.M145","argR_2018"
"SCO5137",0.388871,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5137",0.001047,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5137",0.74497,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5137",0.259393,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5137",0.10636,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5138",0.38,0,32,"DargR.M145","argR_2018"
"SCO5138",0.554,0,42,"DargR.M145","argR_2018"
"SCO5138",0.26,0,49,"DargR.M145","argR_2018"
"SCO5138",0.292,0,56,"DargR.M145","argR_2018"
"SCO5138",-0.488,0,66,"DargR.M145","argR_2018"
"SCO5138",0.104295,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5138",0.004151,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5138",0.168192,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5138",0.261026,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5138",0.013606,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5144",0.214,0,32,"DargR.M145","argR_2018"
"SCO5144",0.047,0,42,"DargR.M145","argR_2018"
"SCO5144",0.12,0,49,"DargR.M145","argR_2018"
"SCO5144",0.31,0,56,"DargR.M145","argR_2018"
"SCO5144",0.761,0,66,"DargR.M145","argR_2018"
"SCO5144",0.737064,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5144",0.89316,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5144",0.668223,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5144",0.413075,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5144",0.004393,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5163",-1.009,0,32,"DargR.M145","argR_2018"
"SCO5163",0.237,0,42,"DargR.M145","argR_2018"
"SCO5163",-0.626,0,49,"DargR.M145","argR_2018"
"SCO5163",-0.563,0,56,"DargR.M145","argR_2018"
"SCO5163",-2.827,0,66,"DargR.M145","argR_2018"
"SCO5163",0.349934,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5163",0.794477,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5163",0.377728,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5163",0.620683,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5163",0.000181,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5166",0.398,0,32,"DargR.M145","argR_2018"
"SCO5166",1.031,0,42,"DargR.M145","argR_2018"
"SCO5166",0.364,0,49,"DargR.M145","argR_2018"
"SCO5166",0.61,0,56,"DargR.M145","argR_2018"
"SCO5166",-0.245,0,66,"DargR.M145","argR_2018"
"SCO5166",0.283592,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5166",0.000216,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5166",0.160366,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5166",0.044868,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5166",0.504306,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5171",0.237,0,32,"DargR.M145","argR_2018"
"SCO5171",1.266,0,42,"DargR.M145","argR_2018"
"SCO5171",0.77,0,49,"DargR.M145","argR_2018"
"SCO5171",0.725,0,56,"DargR.M145","argR_2018"
"SCO5171",0.64,0,66,"DargR.M145","argR_2018"
"SCO5171",0.908075,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5171",0.002898,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5171",0.058924,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5171",0.175678,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5171",0.173207,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5173",-0.31,0,32,"DargR.M145","argR_2018"
"SCO5173",-0.586,0,42,"DargR.M145","argR_2018"
"SCO5173",-0.428,0,49,"DargR.M145","argR_2018"
"SCO5173",-0.136,0,56,"DargR.M145","argR_2018"
"SCO5173",0.029,0,66,"DargR.M145","argR_2018"
"SCO5173",0.123981,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5173",0.000507,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5173",0.010026,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5173",0.606976,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5173",0.947298,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5174",0.675,0,32,"DargR.M145","argR_2018"
"SCO5174",1.847,0,42,"DargR.M145","argR_2018"
"SCO5174",0.347,0,49,"DargR.M145","argR_2018"
"SCO5174",0.381,0,56,"DargR.M145","argR_2018"
"SCO5174",-1.553,0,66,"DargR.M145","argR_2018"
"SCO5174",0.115564,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5174",5e-06,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5174",0.323849,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5174",0.473677,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5174",6.2e-05,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5175",1.14,0,32,"DargR.M145","argR_2018"
"SCO5175",2.617,0,42,"DargR.M145","argR_2018"
"SCO5175",0.749,0,49,"DargR.M145","argR_2018"
"SCO5175",0.649,0,56,"DargR.M145","argR_2018"
"SCO5175",-1.305,0,66,"DargR.M145","argR_2018"
"SCO5175",0.070509,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5175",1.3e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5175",0.15115,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5175",0.404286,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5175",0.01737,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5176",0.825,0,32,"DargR.M145","argR_2018"
"SCO5176",1.696,0,42,"DargR.M145","argR_2018"
"SCO5176",0.799,0,49,"DargR.M145","argR_2018"
"SCO5176",0.993,0,56,"DargR.M145","argR_2018"
"SCO5176",-1.162,0,66,"DargR.M145","argR_2018"
"SCO5176",0.097393,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5176",0.000112,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5176",0.045235,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5176",0.033993,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5176",0.006231,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5177",0.909,0,32,"DargR.M145","argR_2018"
"SCO5177",2.147,0,42,"DargR.M145","argR_2018"
"SCO5177",0.463,0,49,"DargR.M145","argR_2018"
"SCO5177",0.575,0,56,"DargR.M145","argR_2018"
"SCO5177",-1.023,0,66,"DargR.M145","argR_2018"
"SCO5177",0.221312,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5177",0.000233,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5177",0.417429,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5177",0.503163,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5177",0.083191,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5184",0.016,0,32,"DargR.M145","argR_2018"
"SCO5184",-0.372,0,42,"DargR.M145","argR_2018"
"SCO5184",0.071,0,49,"DargR.M145","argR_2018"
"SCO5184",0.269,0,56,"DargR.M145","argR_2018"
"SCO5184",0.245,0,66,"DargR.M145","argR_2018"
"SCO5184",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5184",0.004777,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5184",0.612848,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5184",0.082277,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5184",0.077651,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5207",-0.061,0,32,"DargR.M145","argR_2018"
"SCO5207",0.186,0,42,"DargR.M145","argR_2018"
"SCO5207",-0.427,0,49,"DargR.M145","argR_2018"
"SCO5207",-0.765,0,56,"DargR.M145","argR_2018"
"SCO5207",-1.082,0,66,"DargR.M145","argR_2018"
"SCO5207",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5207",0.586308,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5207",0.134416,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5207",0.020459,0,56,"p.BH.DargR.M145","argR_2018"
