"gene","logFC","FDR","time","add_variable","data_name"
"SCO4774",0.796141,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4777",-0.156,0,32,"DargR.M145","argR_2018"
"SCO4777",-0.701,0,42,"DargR.M145","argR_2018"
"SCO4777",-0.432,0,49,"DargR.M145","argR_2018"
"SCO4777",-0.112,0,56,"DargR.M145","argR_2018"
"SCO4777",0.415,0,66,"DargR.M145","argR_2018"
"SCO4777",0.594551,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4777",2.8e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4777",0.00594,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4777",0.654891,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4777",0.007549,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4787",0.006,0,32,"DargR.M145","argR_2018"
"SCO4787",-0.45,0,42,"DargR.M145","argR_2018"
"SCO4787",-0.172,0,49,"DargR.M145","argR_2018"
"SCO4787",-0.104,0,56,"DargR.M145","argR_2018"
"SCO4787",0.264,0,66,"DargR.M145","argR_2018"
"SCO4787",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4787",0.006606,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4787",0.300943,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4787",0.721164,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4787",0.147839,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4788",-0.004,0,32,"DargR.M145","argR_2018"
"SCO4788",-0.417,0,42,"DargR.M145","argR_2018"
"SCO4788",-0.504,0,49,"DargR.M145","argR_2018"
"SCO4788",-0.399,0,56,"DargR.M145","argR_2018"
"SCO4788",-0.24,0,66,"DargR.M145","argR_2018"
"SCO4788",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4788",0.00377,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4788",0.001049,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4788",0.01306,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4788",0.123267,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4796",-0.012,0,32,"DargR.M145","argR_2018"
"SCO4796",0.766,0,42,"DargR.M145","argR_2018"
"SCO4796",0.411,0,49,"DargR.M145","argR_2018"
"SCO4796",0.265,0,56,"DargR.M145","argR_2018"
"SCO4796",-0.112,0,66,"DargR.M145","argR_2018"
"SCO4796",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4796",0.000427,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4796",0.043253,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4796",0.382712,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4796",0.772654,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4798",0.325,0,32,"DargR.M145","argR_2018"
"SCO4798",0.724,0,42,"DargR.M145","argR_2018"
"SCO4798",0.422,0,49,"DargR.M145","argR_2018"
"SCO4798",0.299,0,56,"DargR.M145","argR_2018"
"SCO4798",0.095,0,66,"DargR.M145","argR_2018"
"SCO4798",0.143776,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4798",0.000118,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4798",0.016603,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4798",0.185948,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4798",0.772096,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4799",0.302,0,32,"DargR.M145","argR_2018"
"SCO4799",1.087,0,42,"DargR.M145","argR_2018"
"SCO4799",1.458,0,49,"DargR.M145","argR_2018"
"SCO4799",0.937,0,56,"DargR.M145","argR_2018"
"SCO4799",0.008,0,66,"DargR.M145","argR_2018"
"SCO4799",0.573651,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4799",0.000296,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4799",1.2e-05,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4799",0.003017,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4799",0.992277,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4808",0.115,0,32,"DargR.M145","argR_2018"
"SCO4808",-0.325,0,42,"DargR.M145","argR_2018"
"SCO4808",-0.092,0,49,"DargR.M145","argR_2018"
"SCO4808",0.274,0,56,"DargR.M145","argR_2018"
"SCO4808",1.103,0,66,"DargR.M145","argR_2018"
"SCO4808",0.995747,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4808",0.46331,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4808",0.844514,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4808",0.678577,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4808",0.006361,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4819",-0.471,0,32,"DargR.M145","argR_2018"
"SCO4819",-1.147,0,42,"DargR.M145","argR_2018"
"SCO4819",-0.211,0,49,"DargR.M145","argR_2018"
"SCO4819",0.034,0,56,"DargR.M145","argR_2018"
"SCO4819",-0.06,0,66,"DargR.M145","argR_2018"
"SCO4819",0.296119,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4819",0.000488,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4819",0.527125,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4819",0.967736,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4819",0.944508,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4820",-0.133,0,32,"DargR.M145","argR_2018"
"SCO4820",-0.54,0,42,"DargR.M145","argR_2018"
"SCO4820",-0.367,0,49,"DargR.M145","argR_2018"
"SCO4820",-0.308,0,56,"DargR.M145","argR_2018"
"SCO4820",-0.338,0,66,"DargR.M145","argR_2018"
"SCO4820",0.760372,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4820",0.001551,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4820",0.025914,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4820",0.134263,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4820",0.053332,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4822",0.497,0,32,"DargR.M145","argR_2018"
"SCO4822",0.336,0,42,"DargR.M145","argR_2018"
"SCO4822",0.543,0,49,"DargR.M145","argR_2018"
"SCO4822",0.755,0,56,"DargR.M145","argR_2018"
"SCO4822",1.425,0,66,"DargR.M145","argR_2018"
"SCO4822",0.179258,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4822",0.267471,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4822",0.049612,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4822",0.019147,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4822",1.5e-05,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4837",0.795,0,32,"DargR.M145","argR_2018"
"SCO4837",0.578,0,42,"DargR.M145","argR_2018"
"SCO4837",-0.192,0,49,"DargR.M145","argR_2018"
"SCO4837",-0.397,0,56,"DargR.M145","argR_2018"
"SCO4837",-0.303,0,66,"DargR.M145","argR_2018"
"SCO4837",0.000381,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4837",0.00348,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4837",0.332931,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4837",0.086217,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4837",0.166635,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4843",1.404,0,32,"DargR.M145","argR_2018"
"SCO4843",1.001,0,42,"DargR.M145","argR_2018"
"SCO4843",0.652,0,49,"DargR.M145","argR_2018"
"SCO4843",0.374,0,56,"DargR.M145","argR_2018"
"SCO4843",0.606,0,66,"DargR.M145","argR_2018"
"SCO4843",9e-06,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4843",0.000213,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4843",0.012138,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4843",0.29045,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4843",0.021495,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4853",1.626,0,32,"DargR.M145","argR_2018"
"SCO4853",1.482,0,42,"DargR.M145","argR_2018"
"SCO4853",0.023,0,49,"DargR.M145","argR_2018"
"SCO4853",0.405,0,56,"DargR.M145","argR_2018"
"SCO4853",-0.033,0,66,"DargR.M145","argR_2018"
"SCO4853",1.9e-05,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4853",2.3e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4853",0.953868,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4853",0.368399,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4853",0.969138,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4854",2.168,0,32,"DargR.M145","argR_2018"
"SCO4854",2.801,0,42,"DargR.M145","argR_2018"
"SCO4854",0.87,0,49,"DargR.M145","argR_2018"
"SCO4854",0.788,0,56,"DargR.M145","argR_2018"
"SCO4854",0.468,0,66,"DargR.M145","argR_2018"
"SCO4854",0.001529,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4854",2.8e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4854",0.140188,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4854",0.358643,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4854",0.610003,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4860",0.53,0,32,"DargR.M145","argR_2018"
"SCO4860",0.537,0,42,"DargR.M145","argR_2018"
"SCO4860",0.746,0,49,"DargR.M145","argR_2018"
"SCO4860",0.51,0,56,"DargR.M145","argR_2018"
"SCO4860",0.583,0,66,"DargR.M145","argR_2018"
"SCO4860",0.016576,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4860",0.006519,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4860",0.000522,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4860",0.022195,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4860",0.004286,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4874",-0.277,0,32,"DargR.M145","argR_2018"
"SCO4874",-0.549,0,42,"DargR.M145","argR_2018"
"SCO4874",0.29,0,49,"DargR.M145","argR_2018"
"SCO4874",0.458,0,56,"DargR.M145","argR_2018"
"SCO4874",0.865,0,66,"DargR.M145","argR_2018"
"SCO4874",0.637964,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4874",0.055383,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4874",0.310938,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4874",0.222678,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4874",0.003507,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4875",0.186,0,32,"DargR.M145","argR_2018"
"SCO4875",-0.413,0,42,"DargR.M145","argR_2018"
"SCO4875",-0.064,0,49,"DargR.M145","argR_2018"
"SCO4875",0.307,0,56,"DargR.M145","argR_2018"
"SCO4875",1.106,0,66,"DargR.M145","argR_2018"
"SCO4875",0.931972,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4875",0.291334,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4875",0.886318,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4875",0.604938,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4875",0.003545,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4876",0.29,0,32,"DargR.M145","argR_2018"
"SCO4876",-0.462,0,42,"DargR.M145","argR_2018"
"SCO4876",0.192,0,49,"DargR.M145","argR_2018"
"SCO4876",0.368,0,56,"DargR.M145","argR_2018"
"SCO4876",1.217,0,66,"DargR.M145","argR_2018"
"SCO4876",0.816414,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4876",0.280957,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4876",0.659345,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4876",0.563151,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4876",0.00351,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4877",0.311,0,32,"DargR.M145","argR_2018"
"SCO4877",-0.92,0,42,"DargR.M145","argR_2018"
"SCO4877",-0.22,0,49,"DargR.M145","argR_2018"
"SCO4877",-0.15,0,56,"DargR.M145","argR_2018"
"SCO4877",-0.005,0,66,"DargR.M145","argR_2018"
"SCO4877",0.622401,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4877",0.003727,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4877",0.50297,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4877",0.806268,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4877",0.994824,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4878",-0.013,0,32,"DargR.M145","argR_2018"
"SCO4878",-1.042,0,42,"DargR.M145","argR_2018"
"SCO4878",-0.469,0,49,"DargR.M145","argR_2018"
"SCO4878",-0.281,0,56,"DargR.M145","argR_2018"
"SCO4878",0.012,0,66,"DargR.M145","argR_2018"
"SCO4878",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4878",0.004859,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4878",0.1954,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4878",0.645116,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4878",0.992046,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4889",0.553,0,32,"DargR.M145","argR_2018"
"SCO4889",-0.16,0,42,"DargR.M145","argR_2018"
"SCO4889",0.526,0,49,"DargR.M145","argR_2018"
"SCO4889",0.646,0,56,"DargR.M145","argR_2018"
"SCO4889",0.297,0,66,"DargR.M145","argR_2018"
"SCO4889",0.022939,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4889",0.522516,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4889",0.015058,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4889",0.007581,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4889",0.231492,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4892",-0.267,0,32,"DargR.M145","argR_2018"
"SCO4892",-0.795,0,42,"DargR.M145","argR_2018"
"SCO4892",-0.502,0,49,"DargR.M145","argR_2018"
"SCO4892",-0.554,0,56,"DargR.M145","argR_2018"
"SCO4892",-0.374,0,66,"DargR.M145","argR_2018"
"SCO4892",0.492025,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4892",0.000702,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4892",0.024999,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4892",0.032892,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4892",0.134517,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4899",0.284,0,32,"DargR.M145","argR_2018"
"SCO4899",0.092,0,42,"DargR.M145","argR_2018"
"SCO4899",0.796,0,49,"DargR.M145","argR_2018"
"SCO4899",0.437,0,56,"DargR.M145","argR_2018"
"SCO4899",0.077,0,66,"DargR.M145","argR_2018"
"SCO4899",0.482765,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4899",0.759121,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4899",0.001702,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4899",0.138663,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4899",0.888537,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4900",-0.067,0,32,"DargR.M145","argR_2018"
"SCO4900",-0.209,0,42,"DargR.M145","argR_2018"
"SCO4900",-0.524,0,49,"DargR.M145","argR_2018"
"SCO4900",-0.288,0,56,"DargR.M145","argR_2018"
"SCO4900",-0.395,0,66,"DargR.M145","argR_2018"
"SCO4900",0.976617,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4900",0.263305,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4900",0.004498,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4900",0.212029,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4900",0.030176,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4901",0.003,0,32,"DargR.M145","argR_2018"
"SCO4901",-1.548,0,42,"DargR.M145","argR_2018"
"SCO4901",-0.488,0,49,"DargR.M145","argR_2018"
"SCO4901",-0.012,0,56,"DargR.M145","argR_2018"
"SCO4901",0.827,0,66,"DargR.M145","argR_2018"
"SCO4901",0.99992,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4901",0.00088,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4901",0.279829,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4901",0.991774,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4901",0.086521,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4902",2.056,0,32,"DargR.M145","argR_2018"
"SCO4902",2.358,0,42,"DargR.M145","argR_2018"
"SCO4902",0.501,0,49,"DargR.M145","argR_2018"
"SCO4902",0.557,0,56,"DargR.M145","argR_2018"
"SCO4902",0.423,0,66,"DargR.M145","argR_2018"
"SCO4902",0.000576,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4902",4.2e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4902",0.34846,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4902",0.493298,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4902",0.591592,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4904",-0.522,0,32,"DargR.M145","argR_2018"
"SCO4904",-0.442,0,42,"DargR.M145","argR_2018"
"SCO4904",-0.148,0,49,"DargR.M145","argR_2018"
"SCO4904",0.308,0,56,"DargR.M145","argR_2018"
"SCO4904",0.854,0,66,"DargR.M145","argR_2018"
"SCO4904",0.127178,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4904",0.117684,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4904",0.616366,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4904",0.457022,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4904",0.002828,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4908",-0.122,0,32,"DargR.M145","argR_2018"
"SCO4908",0.318,0,42,"DargR.M145","argR_2018"
"SCO4908",0.314,0,49,"DargR.M145","argR_2018"
"SCO4908",0.481,0,56,"DargR.M145","argR_2018"
"SCO4908",1.389,0,66,"DargR.M145","argR_2018"
"SCO4908",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4908",0.591076,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4908",0.554613,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4908",0.546637,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4908",0.007407,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4911",0.169,0,32,"DargR.M145","argR_2018"
"SCO4911",0.131,0,42,"DargR.M145","argR_2018"
"SCO4911",0.192,0,49,"DargR.M145","argR_2018"
"SCO4911",0.144,0,56,"DargR.M145","argR_2018"
"SCO4911",0.379,0,66,"DargR.M145","argR_2018"
"SCO4911",0.436589,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4911",0.376019,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4911",0.14516,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4911",0.484797,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4911",0.006451,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4912",0.234,0,32,"DargR.M145","argR_2018"
"SCO4912",-0.875,0,42,"DargR.M145","argR_2018"
"SCO4912",0.284,0,49,"DargR.M145","argR_2018"
"SCO4912",0.551,0,56,"DargR.M145","argR_2018"
"SCO4912",0.757,0,66,"DargR.M145","argR_2018"
"SCO4912",0.815778,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4912",0.007666,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4912",0.394558,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4912",0.192299,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4912",0.024395,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4913",0.421,0,32,"DargR.M145","argR_2018"
"SCO4913",-1.368,0,42,"DargR.M145","argR_2018"
"SCO4913",0.034,0,49,"DargR.M145","argR_2018"
"SCO4913",0.6,0,56,"DargR.M145","argR_2018"
"SCO4913",1.929,0,66,"DargR.M145","argR_2018"
"SCO4913",0.733476,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4913",0.006807,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4913",0.958461,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4913",0.423084,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4913",0.00037,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4914",0.221,0,32,"DargR.M145","argR_2018"
"SCO4914",-1.15,0,42,"DargR.M145","argR_2018"
"SCO4914",0.265,0,49,"DargR.M145","argR_2018"
"SCO4914",0.696,0,56,"DargR.M145","argR_2018"
"SCO4914",1.083,0,66,"DargR.M145","argR_2018"
"SCO4914",0.85338,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4914",0.000882,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4914",0.444056,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4914",0.077286,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4914",0.001975,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4916",0.562,0,32,"DargR.M145","argR_2018"
"SCO4916",-0.946,0,42,"DargR.M145","argR_2018"
"SCO4916",-0.003,0,49,"DargR.M145","argR_2018"
"SCO4916",0.441,0,56,"DargR.M145","argR_2018"
"SCO4916",1.123,0,66,"DargR.M145","argR_2018"
"SCO4916",0.244722,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4916",0.007665,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4916",0.995238,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4916",0.393382,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4916",0.002372,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4917",0.366,0,32,"DargR.M145","argR_2018"
"SCO4917",-1.122,0,42,"DargR.M145","argR_2018"
"SCO4917",0.05,0,49,"DargR.M145","argR_2018"
"SCO4917",0.423,0,56,"DargR.M145","argR_2018"
"SCO4917",0.993,0,66,"DargR.M145","argR_2018"
"SCO4917",0.524823,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4917",0.000829,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4917",0.900785,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4917",0.363334,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4917",0.00341,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4923",-0.203,0,32,"DargR.M145","argR_2018"
"SCO4923",-0.397,0,42,"DargR.M145","argR_2018"
"SCO4923",0.073,0,49,"DargR.M145","argR_2018"
"SCO4923",-0.171,0,56,"DargR.M145","argR_2018"
"SCO4923",0.038,0,66,"DargR.M145","argR_2018"
"SCO4923",0.23156,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4923",0.001777,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4923",0.584216,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4923",0.329739,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4923",0.89581,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4925",0.363,0,32,"DargR.M145","argR_2018"
"SCO4925",0.094,0,42,"DargR.M145","argR_2018"
"SCO4925",0.093,0,49,"DargR.M145","argR_2018"
"SCO4925",0.748,0,56,"DargR.M145","argR_2018"
"SCO4925",0.878,0,66,"DargR.M145","argR_2018"
"SCO4925",0.190327,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4925",0.718058,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4925",0.690198,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4925",0.001669,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4925",0.000149,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4926",0.029,0,32,"DargR.M145","argR_2018"
"SCO4926",0.014,0,42,"DargR.M145","argR_2018"
"SCO4926",-0.144,0,49,"DargR.M145","argR_2018"
"SCO4926",0.332,0,56,"DargR.M145","argR_2018"
"SCO4926",0.875,0,66,"DargR.M145","argR_2018"
"SCO4926",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4926",0.968469,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4926",0.581821,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4926",0.337943,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4926",0.000768,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4928",-0.023,0,32,"DargR.M145","argR_2018"
"SCO4928",0.418,0,42,"DargR.M145","argR_2018"
"SCO4928",0.023,0,49,"DargR.M145","argR_2018"
"SCO4928",0.108,0,56,"DargR.M145","argR_2018"
"SCO4928",0.287,0,66,"DargR.M145","argR_2018"
"SCO4928",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4928",0.008515,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4928",0.903649,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4928",0.691274,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4928",0.090639,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4947",-0.943,0,32,"DargR.M145","argR_2018"
"SCO4947",-1.949,0,42,"DargR.M145","argR_2018"
"SCO4947",-0.611,0,49,"DargR.M145","argR_2018"
"SCO4947",-0.947,0,56,"DargR.M145","argR_2018"
"SCO4947",-1.2,0,66,"DargR.M145","argR_2018"
"SCO4947",0.182252,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4947",0.000533,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4947",0.257974,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4947",0.170919,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4947",0.033626,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4949",-1.004,0,32,"DargR.M145","argR_2018"
"SCO4949",-2.042,0,42,"DargR.M145","argR_2018"
"SCO4949",-0.942,0,49,"DargR.M145","argR_2018"
"SCO4949",-1.189,0,56,"DargR.M145","argR_2018"
"SCO4949",-1.375,0,66,"DargR.M145","argR_2018"
"SCO4949",0.087485,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4949",9.6e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4949",0.047073,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4949",0.032782,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4949",0.006826,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4950",-1.639,0,32,"DargR.M145","argR_2018"
"SCO4950",-2.447,0,42,"DargR.M145","argR_2018"
"SCO4950",-0.788,0,49,"DargR.M145","argR_2018"
"SCO4950",-1.352,0,56,"DargR.M145","argR_2018"
"SCO4950",-1.326,0,66,"DargR.M145","argR_2018"
"SCO4950",0.027143,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4950",0.000334,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4950",0.224049,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4950",0.079176,0,56,"p.BH.DargR.M145","argR_2018"
"SCO4950",0.052629,0,66,"p.BH.DargR.M145","argR_2018"
"SCO4955",-0.581,0,32,"DargR.M145","argR_2018"
"SCO4955",-1.026,0,42,"DargR.M145","argR_2018"
"SCO4955",-0.346,0,49,"DargR.M145","argR_2018"
"SCO4955",-0.053,0,56,"DargR.M145","argR_2018"
"SCO4955",0.943,0,66,"DargR.M145","argR_2018"
"SCO4955",0.058407,0,32,"p.BH.DargR.M145","argR_2018"
"SCO4955",0.000212,0,42,"p.BH.DargR.M145","argR_2018"
"SCO4955",0.18042,0,49,"p.BH.DargR.M145","argR_2018"
"SCO4955",0.934612,0,56,"p.BH.DargR.M145","argR_2018"
