"gene","logFC","FDR","add_variable","data_name","time"
"SCO3118",-0.53,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3118",-0.778,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3118",-0.957,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2214",-0.982,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2214",-1.027,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2214",-0.957,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0483",-0.613,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0483",-1.044,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0483",-0.957,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4215",-0.786,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4215",-1.127,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4215",-0.957,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0032",-1.121,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0032",-1.325,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0032",-0.958,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5370",-1.004,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5370",-0.833,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5370",-0.96,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3199",-1.304,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3199",-1.03,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3199",-0.963,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3235",-0.403,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3235",-0.859,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3235",-0.964,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1483",-0.51,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1483",-0.939,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1483",-0.965,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7286",-0.458,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7286",-1.083,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7286",-0.967,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1765",-0.673,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1765",-1.076,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1765",-0.969,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1448",-1.919,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1448",-1.338,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1448",-0.972,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3229",-0.394,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3229",-0.698,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3229",-0.977,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3131",0.342,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3131",-0.888,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3131",-0.98,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0996",1.721,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0996",0.725,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0996",-0.981,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3418",-1.104,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3418",-1.063,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3418",-0.981,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3176",-0.486,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3176",-0.879,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3176",-0.982,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4987",-1.198,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4987",-0.945,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4987",-0.985,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6499",-1.115,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6499",-2.057,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6499",-0.986,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2731",-1.61,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2731",-1.22,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2731",-0.99,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0875",-1.708,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0875",-0.89,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0875",-0.994,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4940",-0.616,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4940",-1.107,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4940",-0.995,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2213",-0.814,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2213",-0.918,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2213",-0.998,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0543",0.695,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0543",-1.051,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0543",-0.998,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2065",-1.005,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2065",-1.109,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2065",-0.998,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0753",0.727,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0753",-0.811,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0753",-0.999,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3360",-1.195,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3360",-0.821,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3360",-1,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7200",-0.508,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7200",-1.01,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7200",-1,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4999",-0.773,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4999",-0.793,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4999",-1.01,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5486",-1.011,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5486",-1.005,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5486",-1.012,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4413",-0.954,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4413",-0.898,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4413",-1.014,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3542",-1.219,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3542",-0.846,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3542",-1.019,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7764",-0.792,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7764",-1.241,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7764",-1.021,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2992",-0.34,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2992",-1.126,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2992",-1.022,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2564",-1.145,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2564",-1.221,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2564",-1.022,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6177",-0.776,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6177",-1.225,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6177",-1.022,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4364",-0.705,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4364",-1.036,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4364",-1.027,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2613",-0.497,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2613",-1.089,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2613",-1.03,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4298",0.43,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4298",-1.044,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4298",-1.032,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3339",-0.763,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3339",-0.978,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3339",-1.036,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0185",-0.804,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0185",-0.97,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0185",-1.037,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2793",-0.456,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2793",-1.022,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2793",-1.037,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4424",-1.22,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4424",-1.63,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4424",-1.038,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2064",-0.913,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2064",-1.052,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2064",-1.044,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5510",1.04,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5510",-0.759,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5510",-1.046,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3287",-0.92,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3287",-0.903,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3287",-1.046,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3541",-1.531,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3541",-1.189,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3541",-1.046,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2958",1.572,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2958",-0.918,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2958",-1.047,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6446",-1.28,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6446",-0.921,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6446",-1.047,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3434",-1.472,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3434",-1.356,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3434",-1.049,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4198",0.655,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4198",-1.22,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4198",-1.051,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5619",-0.65,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5619",-1.035,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5619",-1.052,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7654",-0.672,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7654",-0.686,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7654",-1.056,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3784",-0.464,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3784",-0.899,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3784",-1.057,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1366",-1.561,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1366",-1.92,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1366",-1.058,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7136",-0.512,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7136",-1.028,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7136",-1.06,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3392",-0.801,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3392",-1.173,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3392",-1.062,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6435",-0.407,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6435",-0.628,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6435",-1.063,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7466",0.552,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7466",-0.898,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7466",-1.064,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0992",2.077,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0992",1.578,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0992",-1.066,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0492",1.254,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0492",-0.57,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0492",-1.068,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2390",0.8,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2390",-0.92,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2390",-1.07,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2383",0.814,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2383",-0.972,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2383",-1.072,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4850",-0.686,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4850",-0.902,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4850",-1.074,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0263",-0.896,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0263",-1.051,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0263",-1.075,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4804",-2.222,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4804",-1.384,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4804",-1.082,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0993",1.146,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0993",0.848,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0993",-1.085,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4244",1.094,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4244",-1.036,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4244",-1.085,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1653",-1.667,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1653",-1.308,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1653",-1.085,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5860",-0.921,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5860",-1.227,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5860",-1.091,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4685",-0.938,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4685",-1.155,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4685",-1.093,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0558",-1.886,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0558",-1.239,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0558",-1.094,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6318",-0.606,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6318",-1.232,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6318",-1.096,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3402",-0.735,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3402",-1.317,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3402",-1.097,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4739",-0.711,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4739",-0.756,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4739",-1.1,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3961",-0.769,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3961",-0.791,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3961",-1.102,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4556",-0.727,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4556",-1.35,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4556",-1.108,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4287",-1.532,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4287",-1.381,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4287",-1.108,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6953",-1.55,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6953",-1.469,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6953",-1.114,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1392",-1.622,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1392",-1.296,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1392",-1.117,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3002",-0.821,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3002",-1.42,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3002",-1.117,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1821",-1.573,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1821",-1.217,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1821",-1.118,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6449",-0.896,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6449",-1.079,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6449",-1.119,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2862",-0.49,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2862",-1.103,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2862",-1.119,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0490",0.937,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0490",-1.166,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0490",-1.119,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0180",1.624,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0180",-1.275,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0180",-1.119,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4801",-2.047,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4801",-1.362,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4801",-1.121,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4808",0.99,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4808",-0.776,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4808",-1.123,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3696",-1.755,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3696",-1.724,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3696",-1.123,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6693",-1.045,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6693",-1.21,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6693",-1.124,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0226",0.461,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0226",-1.386,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0226",-1.129,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4254",0.497,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4254",-1.377,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4254",-1.135,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6320",-1.305,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6320",-1.48,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6320",-1.141,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0173",1.465,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0173",-1.437,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0173",-1.143,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2605",-1.61,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2605",-1.075,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2605",-1.152,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3309",-0.752,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3309",-1.165,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3309",-1.16,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3917",-1.556,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3917",-1.034,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3917",-1.17,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1874",-0.827,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1874",-1.392,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1874",-1.173,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3519",-0.662,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3519",-1.204,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3519",-1.177,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4577",-1.235,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4577",-0.99,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4577",-1.183,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3909",-1.179,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3909",-1.35,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3909",-1.184,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6778",-0.623,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6778",-0.732,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6778",-1.185,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3036",-1.33,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3036",-1.469,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3036",-1.186,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0646",-1.445,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0646",-1.147,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0646",-1.189,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3089",-1.696,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3089",-1.484,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3089",-1.189,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4583",-1.456,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4583",-1.643,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4583",-1.189,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1453",0.295,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1453",-1.218,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1453",-1.191,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6779",-0.73,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6779",-1.436,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6779",-1.195,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3367",-1.702,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3367",-1.571,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3367",-1.195,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4630",-1.248,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4630",-1.62,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4630",-1.195,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6494",-0.614,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6494",-0.896,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6494",-1.197,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
